seed,RejRate
583.0,0.7935
584.0,0.792
585.0,0.7945
586.0,0.7915
587.0,0.808
588.0,0.7969999999999999
589.0,0.7905
590.0,0.8009999999999999
591.0,0.8035
592.0,0.8
593.0,0.796
594.0,0.783
595.0,0.78
596.0,0.7985
597.0,0.792
598.0,0.7975
599.0,0.7965
600.0,0.7985
601.0,0.795
602.0,0.804
603.0,0.7985
604.0,0.7969999999999999
605.0,0.7985
606.0,0.784
607.0,0.7965
608.0,0.786
609.0,0.787
610.0,0.793
611.0,0.794
612.0,0.808
613.0,0.815
614.0,0.793
615.0,0.785
616.0,0.7835
617.0,0.7945
618.0,0.798
619.0,0.79
620.0,0.79
621.0,0.7885
622.0,0.8035
623.0,0.783
624.0,0.781
625.0,0.8105
626.0,0.772
627.0,0.787
628.0,0.8069999999999999
629.0,0.796
630.0,0.798
631.0,0.7885
632.0,0.782
633.0,0.7995
634.0,0.7969999999999999
635.0,0.7985
636.0,0.793
637.0,0.784
638.0,0.7835
639.0,0.7735
640.0,0.79
641.0,0.7795
642.0,0.7969999999999999
643.0,0.772
644.0,0.79
645.0,0.798
646.0,0.7865
647.0,0.7975
648.0,0.791
649.0,0.789
650.0,0.8009999999999999
651.0,0.8035
652.0,0.8
653.0,0.7989999999999999
654.0,0.7969999999999999
655.0,0.7825
656.0,0.7895
657.0,0.7935
658.0,0.7785
659.0,0.8029999999999999
660.0,0.8069999999999999
661.0,0.7855
662.0,0.7955
663.0,0.8089999999999999
664.0,0.7975
665.0,0.789
666.0,0.7815
667.0,0.8085
668.0,0.788
669.0,0.783
670.0,0.794
671.0,0.7925
672.0,0.798
673.0,0.7955
674.0,0.8089999999999999
675.0,0.8029999999999999
676.0,0.8005
677.0,0.8
678.0,0.8055
679.0,0.794
680.0,0.7995
681.0,0.792
682.0,0.802
683.0,0.7945
684.0,0.79
685.0,0.804
686.0,0.784
687.0,0.8005
688.0,0.792
689.0,0.7965
690.0,0.789
691.0,0.7995
692.0,0.791
693.0,0.7895
694.0,0.7925
695.0,0.778
696.0,0.788
697.0,0.7935
698.0,0.8029999999999999
699.0,0.7985
700.0,0.7985
701.0,0.7895
702.0,0.798
703.0,0.789
704.0,0.7969999999999999
705.0,0.7905
706.0,0.7825
707.0,0.795
708.0,0.7825
709.0,0.7875
710.0,0.7935
711.0,0.782
712.0,0.7905
713.0,0.7905
714.0,0.8049999999999999
715.0,0.7955
716.0,0.8065
717.0,0.7955
718.0,0.791
719.0,0.793
720.0,0.8075
721.0,0.7995
722.0,0.812
723.0,0.7815
724.0,0.7965
725.0,0.8145
726.0,0.8009999999999999
727.0,0.792
728.0,0.806
729.0,0.79
730.0,0.798
731.0,0.8035
732.0,0.783
733.0,0.7955
734.0,0.7975
735.0,0.7825
736.0,0.792
737.0,0.7989999999999999
738.0,0.7775
739.0,0.8005
740.0,0.775
741.0,0.7965
742.0,0.7855
743.0,0.7985
744.0,0.7975
745.0,0.79
746.0,0.795
747.0,0.789
748.0,0.779
749.0,0.776
750.0,0.7905
751.0,0.7985
752.0,0.79
753.0,0.7955
754.0,0.7855
755.0,0.791
756.0,0.7825
757.0,0.7875
758.0,0.786
759.0,0.776
760.0,0.8115
761.0,0.7715
762.0,0.792
763.0,0.7925
764.0,0.788
765.0,0.791
766.0,0.795
767.0,0.8145
768.0,0.7995
769.0,0.794
770.0,0.787
771.0,0.7915
772.0,0.782
773.0,0.7915
774.0,0.77
775.0,0.7995
776.0,0.7905
777.0,0.791
778.0,0.804
779.0,0.796
780.0,0.7915
781.0,0.796
782.0,0.8025
783.0,0.8
784.0,0.7865
785.0,0.7965
786.0,0.788
787.0,0.798
788.0,0.793
789.0,0.8065
790.0,0.796
791.0,0.7815
792.0,0.775
793.0,0.795
794.0,0.7915
795.0,0.786
796.0,0.79
797.0,0.8025
798.0,0.7845
799.0,0.782
800.0,0.796
801.0,0.784
802.0,0.786
803.0,0.792
804.0,0.7905
805.0,0.7975
806.0,0.7935
807.0,0.8025
808.0,0.7865
809.0,0.8220000000000001
810.0,0.795
811.0,0.802
812.0,0.8005
813.0,0.7935
814.0,0.79
815.0,0.7855
816.0,0.7845
817.0,0.7965
818.0,0.8015
819.0,0.8035
820.0,0.7925
821.0,0.7969999999999999
822.0,0.786
823.0,0.8109999999999999
824.0,0.804
825.0,0.79
826.0,0.804
827.0,0.8055
828.0,0.783
829.0,0.7885
830.0,0.7865
831.0,0.7895
832.0,0.782
833.0,0.8029999999999999
834.0,0.7885
835.0,0.8049999999999999
836.0,0.7905
837.0,0.783
838.0,0.7965
839.0,0.786
840.0,0.7855
841.0,0.798
842.0,0.792
843.0,0.7995
844.0,0.7945
845.0,0.796
846.0,0.7925
847.0,0.796
848.0,0.8085
849.0,0.79
850.0,0.794
851.0,0.7855
852.0,0.8065
853.0,0.7925
854.0,0.7995
855.0,0.7855
856.0,0.796
857.0,0.794
858.0,0.8
859.0,0.8015
860.0,0.783
861.0,0.7915
862.0,0.815
863.0,0.8005
864.0,0.8065
865.0,0.7945
866.0,0.783
867.0,0.7985
868.0,0.8065
869.0,0.789
870.0,0.8
871.0,0.8065
872.0,0.794
873.0,0.786
874.0,0.7945
875.0,0.786
876.0,0.7905
877.0,0.7895
878.0,0.7825
879.0,0.7925
880.0,0.782
881.0,0.7955
882.0,0.8105
883.0,0.7969999999999999
884.0,0.7855
885.0,0.7865
886.0,0.784
887.0,0.7995
888.0,0.787
889.0,0.7985
890.0,0.788
891.0,0.7925
892.0,0.8035
893.0,0.796
894.0,0.8069999999999999
895.0,0.798
896.0,0.8245
897.0,0.7875
898.0,0.791
899.0,0.8029999999999999
900.0,0.78
901.0,0.8
902.0,0.7975
903.0,0.7875
904.0,0.7915
905.0,0.7965
906.0,0.8035
907.0,0.8115
908.0,0.798
909.0,0.7975
910.0,0.7955
911.0,0.804
912.0,0.7805
913.0,0.808
914.0,0.7905
915.0,0.8029999999999999
916.0,0.7925
917.0,0.7855
918.0,0.7765
919.0,0.7975
920.0,0.7955
921.0,0.813
922.0,0.7815
923.0,0.7975
924.0,0.7875
925.0,0.7935
926.0,0.7965
927.0,0.8005
928.0,0.7985
929.0,0.7935
930.0,0.785
931.0,0.8025
932.0,0.8069999999999999
933.0,0.7905
934.0,0.782
935.0,0.7835
936.0,0.796
937.0,0.7895
938.0,0.7825
939.0,0.7875
940.0,0.8085
941.0,0.7969999999999999
942.0,0.78
943.0,0.7995
944.0,0.8069999999999999
945.0,0.8015
946.0,0.7845
947.0,0.7815
948.0,0.792
949.0,0.791
950.0,0.798
951.0,0.7969999999999999
952.0,0.8025
953.0,0.812
954.0,0.784
955.0,0.787
956.0,0.781
957.0,0.785
958.0,0.792
959.0,0.8025
960.0,0.795
961.0,0.7875
962.0,0.7845
963.0,0.796
964.0,0.79
965.0,0.7935
966.0,0.802
967.0,0.793
968.0,0.7995
969.0,0.7925
970.0,0.7905
971.0,0.802
972.0,0.795
973.0,0.7965
974.0,0.787
975.0,0.796
976.0,0.7905
977.0,0.7965
978.0,0.7989999999999999
979.0,0.808
980.0,0.8029999999999999
981.0,0.806
982.0,0.7925
983.0,0.8
984.0,0.8005
985.0,0.7895
986.0,0.7955
987.0,0.791
988.0,0.815
989.0,0.7915
990.0,0.7795
991.0,0.808
992.0,0.7845
993.0,0.8029999999999999
994.0,0.7845
995.0,0.7955
996.0,0.796
997.0,0.8140000000000001
998.0,0.81
999.0,0.8045
1000.0,0.806
