seed,RejRate
733.0,0.5295000000000001
734.0,0.534
735.0,0.5235000000000001
736.0,0.5445
737.0,0.538
738.0,0.517
739.0,0.528
740.0,0.5185
741.0,0.5429999999999999
742.0,0.524
743.0,0.5085
744.0,0.5495
745.0,0.53
746.0,0.524
747.0,0.526
748.0,0.5305
749.0,0.529
750.0,0.519
751.0,0.5285
752.0,0.528
753.0,0.526
754.0,0.544
755.0,0.546
756.0,0.521
757.0,0.522
758.0,0.523
759.0,0.5369999999999999
760.0,0.5315
761.0,0.5255000000000001
762.0,0.5175000000000001
763.0,0.5315
764.0,0.5415
765.0,0.5315
766.0,0.5395
767.0,0.5369999999999999
768.0,0.5369999999999999
769.0,0.5389999999999999
770.0,0.513
771.0,0.5445
772.0,0.53
773.0,0.5365
774.0,0.534
775.0,0.5445
776.0,0.5345
777.0,0.5165
778.0,0.538
779.0,0.5389999999999999
780.0,0.5329999999999999
781.0,0.5335
782.0,0.528
783.0,0.5185
784.0,0.5115000000000001
785.0,0.5205
786.0,0.5035000000000001
787.0,0.5405
788.0,0.519
789.0,0.5255000000000001
790.0,0.5305
791.0,0.5375
792.0,0.5509999999999999
793.0,0.5385
794.0,0.5305
795.0,0.5395
796.0,0.5145
797.0,0.5385
798.0,0.5285
799.0,0.523
800.0,0.5315
801.0,0.527
802.0,0.511
803.0,0.5075000000000001
804.0,0.5389999999999999
805.0,0.52
806.0,0.5205
807.0,0.5395
808.0,0.5405
809.0,0.5405
810.0,0.5355
811.0,0.53
812.0,0.536
813.0,0.526
814.0,0.5505
815.0,0.53
816.0,0.528
817.0,0.5245
818.0,0.523
819.0,0.5329999999999999
820.0,0.5375
821.0,0.524
822.0,0.5235000000000001
823.0,0.534
824.0,0.538
825.0,0.5389999999999999
826.0,0.5445
827.0,0.5305
828.0,0.5255000000000001
829.0,0.5495
830.0,0.527
831.0,0.5385
832.0,0.5505
833.0,0.542
834.0,0.5469999999999999
835.0,0.538
836.0,0.528
837.0,0.527
838.0,0.5175000000000001
839.0,0.5429999999999999
840.0,0.507
841.0,0.531
842.0,0.5389999999999999
843.0,0.5215000000000001
844.0,0.5145
845.0,0.5255000000000001
846.0,0.5375
847.0,0.5315
848.0,0.5425
849.0,0.528
850.0,0.5329999999999999
851.0,0.52
852.0,0.5335
853.0,0.5265
854.0,0.529
855.0,0.5385
856.0,0.542
857.0,0.5265
858.0,0.5405
859.0,0.5429999999999999
860.0,0.536
861.0,0.5349999999999999
862.0,0.53
863.0,0.5389999999999999
864.0,0.524
865.0,0.5285
866.0,0.529
867.0,0.5405
868.0,0.542
869.0,0.515
870.0,0.525
871.0,0.517
872.0,0.5385
873.0,0.532
874.0,0.529
875.0,0.5165
876.0,0.519
877.0,0.5305
878.0,0.5485
879.0,0.542
880.0,0.531
881.0,0.5455
882.0,0.5545
883.0,0.523
884.0,0.516
885.0,0.5305
886.0,0.5295000000000001
887.0,0.5125
888.0,0.522
889.0,0.5349999999999999
890.0,0.5175000000000001
891.0,0.5275000000000001
892.0,0.534
893.0,0.531
894.0,0.5389999999999999
895.0,0.5225
896.0,0.5355
897.0,0.525
898.0,0.531
899.0,0.531
900.0,0.5175000000000001
901.0,0.523
902.0,0.5175000000000001
903.0,0.5155000000000001
904.0,0.5349999999999999
905.0,0.524
906.0,0.532
907.0,0.5489999999999999
908.0,0.5465
909.0,0.534
910.0,0.53
911.0,0.525
912.0,0.5165
913.0,0.5449999999999999
914.0,0.515
915.0,0.527
916.0,0.5365
917.0,0.5335
918.0,0.5349999999999999
919.0,0.52
920.0,0.523
921.0,0.5415
922.0,0.5349999999999999
923.0,0.5349999999999999
924.0,0.5409999999999999
925.0,0.524
926.0,0.5255000000000001
927.0,0.5345
928.0,0.5195000000000001
929.0,0.5509999999999999
930.0,0.5245
931.0,0.5389999999999999
932.0,0.5335
933.0,0.5215000000000001
934.0,0.5325
935.0,0.53
936.0,0.5355
937.0,0.53
938.0,0.519
939.0,0.54
940.0,0.534
941.0,0.5385
942.0,0.5329999999999999
943.0,0.5295000000000001
944.0,0.531
945.0,0.52
946.0,0.5275000000000001
947.0,0.5355
948.0,0.522
949.0,0.5135000000000001
950.0,0.5465
951.0,0.5305
952.0,0.5489999999999999
953.0,0.5365
954.0,0.515
955.0,0.5015000000000001
956.0,0.5125
957.0,0.5255000000000001
958.0,0.5285
959.0,0.532
960.0,0.5455
961.0,0.5469999999999999
962.0,0.5395
963.0,0.544
964.0,0.5435
965.0,0.5355
966.0,0.514
967.0,0.522
968.0,0.5325
969.0,0.5245
970.0,0.5369999999999999
971.0,0.5175000000000001
972.0,0.5495
973.0,0.5225
974.0,0.5255000000000001
975.0,0.528
976.0,0.525
977.0,0.5405
978.0,0.527
979.0,0.526
980.0,0.5295000000000001
981.0,0.5275000000000001
982.0,0.503
983.0,0.5349999999999999
984.0,0.521
985.0,0.53
986.0,0.5329999999999999
987.0,0.519
988.0,0.5335
989.0,0.5225
990.0,0.522
991.0,0.5485
992.0,0.521
993.0,0.542
994.0,0.5205
995.0,0.527
996.0,0.53
997.0,0.5515
998.0,0.5195000000000001
999.0,0.5695
1000.0,0.523
