bshare,TSGMMcueMC
0.04,80.7968815586104
0.0405,63.922161818864964
0.041,54.93957078344081
0.0415,42.300336365906205
0.042,31.43690957394387
0.0425,22.188955035553686
0.043,15.366114539769127
0.0435,10.319593055749028
0.044,7.107434749460125
0.0445,5.807938786438375
0.045,6.421716677032918
0.0455,8.948484870051928
0.046,13.38953335253863
0.0465,18.74489136603174
0.047,27.045318661314866
0.0475,37.047808299447404
0.048,49.7715713193682
0.0485,63.37246958459962
0.049,80.21295823631914
0.0495,98.04201460273336
0.05,117.78075730137054
0.0505,139.44268528704447
0.051,163.0181514624063
0.0515,188.49430798551361
0.052,215.8958176608217
0.0525,245.21225363677104
0.053,276.43154392762034
0.0535,309.5727287537998
0.054,344.61989892334856
0.0545,381.5879799764618
0.055,420.46865944124426
0.0555,461.2690201257094
0.056,503.95205656313226
0.0565,548.5782717049003
0.057,595.1206116514301
0.0575,643.5609449715174
0.058,693.8961747545035
0.0585,746.1856143663639
0.059,800.3549398987872
0.0595,855.7327409465753
0.06,914.4709076001425
