bshare,TSGMMcueMC
0.04,303.31015325576806
0.0405,281.08370431310453
0.041,259.74697133677194
0.0415,239.26526835859696
0.042,219.64742773147935
0.0425,200.52579127385027
0.043,182.9880416302067
0.0435,165.9552596017191
0.044,149.77509162853343
0.0445,131.66295662859747
0.045,120.00584766410934
0.0455,106.24256684065955
0.046,91.5075259639469
0.0465,79.41177319694404
0.047,66.83749364829964
0.0475,60.646684895492605
0.048,51.35880235448925
0.0485,42.929306047190074
0.049,35.36238683523368
0.0495,28.656334443335844
0.05,22.810792021645454
0.0505,12.540891077485766
0.051,13.703593825259103
0.0515,10.441193719698832
0.052,8.039907337157993
0.0525,6.499505584529829
0.053,5.819942184540663
0.0535,6.001424822082264
0.054,7.04423863452847
0.0545,8.947357359723659
0.055,11.711356838981672
0.0555,15.33577629486763
0.056,19.82321928713297
0.0565,25.170868338805104
0.057,31.17966187668201
0.0575,38.34818428875363
0.058,46.284833675431884
0.0585,54.42597144242362
0.059,63.846077612840205
0.0595,75.33379510027916
0.06,86.70685659709712
