iter,TSGMMcueMC
1.0,10.792328884272235
2.0,9.922724077796854
3.0,5.451599340511401
4.0,9.622783912272475
5.0,11.003723426105399
6.0,15.046407845099171
7.0,9.805490432074041
8.0,8.911958565710217
9.0,9.299577756629798
10.0,13.471722616153953
11.0,10.021577058739044
12.0,13.934418105609344
13.0,9.750328671204985
14.0,13.393242549746954
15.0,10.133393363513518
16.0,7.738758432925993
17.0,9.644169762536299
18.0,11.878854660148166
19.0,15.662183562252793
20.0,6.5633838612194255
21.0,7.8053459355583845
22.0,11.356623521416562
23.0,11.524416469465146
24.0,11.155372646405677
25.0,19.50892164314736
26.0,7.235705832867057
27.0,9.306212277909175
28.0,9.309800622281754
29.0,8.506525088239231
30.0,9.957499264597136
31.0,8.584020194023203
32.0,10.75860053251673
33.0,8.244010777750834
34.0,13.566785193549752
35.0,17.21669112754634
36.0,13.796978845671866
37.0,8.47230073782392
38.0,10.80035841594444
39.0,12.421270417884486
40.0,12.092378544605046
41.0,9.167398097781973
42.0,12.70539249501899
43.0,15.113681035694293
44.0,9.779545201194985
45.0,9.470738583894695
46.0,9.356691646598046
47.0,7.884014431287726
48.0,13.238967385053192
49.0,9.804065192224671
50.0,17.722785808566233
51.0,10.984197808966577
52.0,14.447405278218197
53.0,9.86788538425815
54.0,6.399392726224043
55.0,19.563659223984168
56.0,10.224705353788156
57.0,7.394655095281352
58.0,8.556686993478394
59.0,10.394768755524062
60.0,13.295679324946219
61.0,11.854636789409835
62.0,13.285720279942085
63.0,11.767261279978056
64.0,12.401550223414743
65.0,18.280088423891456
66.0,15.254334527313127
67.0,4.982889674969698
68.0,9.631378093107989
69.0,8.50323274378992
70.0,8.268064896276794
71.0,10.91768414484106
72.0,12.891414513069217
73.0,13.108804036317318
74.0,17.239336805239688
75.0,9.272911246314248
76.0,10.944106443519015
77.0,18.467504551935946
78.0,8.473053224836011
79.0,12.378508202538761
80.0,10.567800849859658
81.0,9.549537813924005
82.0,6.038197540267978
83.0,17.11331096334459
84.0,11.042811403140337
85.0,12.723440607734258
86.0,8.1555076510503
87.0,10.776030217669621
88.0,10.56830978838845
89.0,9.691469047472973
90.0,11.725061229200323
91.0,5.490308592818824
92.0,5.479568919513337
93.0,14.596311888551304
94.0,14.741992762404907
95.0,10.295554244662664
96.0,10.737875438759785
97.0,10.840770505785372
98.0,14.269914520959844
99.0,11.096213055747317
100.0,12.98837513626692
101.0,10.057843213421346
102.0,7.159266729475633
103.0,10.810159871224515
104.0,9.928338163584606
105.0,6.9979605122704545
106.0,15.402216415596556
107.0,14.450555555328279
108.0,10.98193383231994
109.0,9.781840114965664
110.0,15.728951478045383
111.0,15.924776019556635
112.0,9.40114945764092
113.0,13.40977462383316
114.0,8.046511750998699
115.0,11.294252458231611
116.0,12.777004928710062
117.0,14.28542480610746
118.0,8.776062534313978
119.0,7.908565644650983
120.0,11.221539964318655
121.0,10.612289490923647
122.0,10.075785146700534
123.0,9.48564562091028
124.0,15.097233263278643
125.0,9.05694342081885
126.0,10.447484796499943
127.0,12.698076225993276
128.0,12.06209723110611
129.0,11.513305260950679
130.0,8.756613619531977
131.0,9.094909068538481
132.0,7.942729561383442
133.0,14.492803226248549
134.0,11.427864252602978
135.0,12.452545713994166
136.0,9.105107135312911
137.0,9.321408778704122
138.0,14.798021150717997
139.0,10.994227517112064
140.0,9.463385188177416
141.0,8.896150363491527
142.0,12.28274756601474
143.0,11.088525700155788
144.0,9.331678835047127
145.0,9.423706488130836
146.0,10.951306461711393
147.0,11.5130266760735
148.0,7.93835758350377
149.0,13.99166856182114
150.0,15.379323273785971
151.0,11.48368731768996
152.0,11.872400192303857
153.0,11.644328447472232
154.0,16.482085656358798
155.0,13.53565133482908
156.0,17.011159014970257
157.0,11.687911036242602
158.0,11.642823730076211
159.0,8.923604805457172
160.0,10.331855948830563
161.0,9.168820126852713
162.0,6.372520371125451
163.0,13.02329800032213
164.0,12.369422808133105
165.0,10.587371217043858
166.0,10.945799326990432
167.0,11.589796645508613
168.0,13.774591426324644
169.0,9.94988722295874
170.0,12.949795801713945
171.0,9.732635675238198
172.0,10.169154338719522
173.0,11.377321699938205
174.0,8.846654152685478
175.0,14.459445674851263
176.0,9.31681339454308
177.0,11.09851922477665
178.0,9.367606700011768
179.0,10.513895364282346
