bshare,TSGMMcueMC
0.04,174.6270955017755
0.0405,156.5875340576975
0.041,136.92544037591148
0.0415,118.34557995819497
0.042,97.68701176771818
0.0425,82.02033052889527
0.043,71.70938595504502
0.0435,59.21260687778976
0.044,47.60418614004278
0.0445,37.720166306241296
0.045,29.057165546016286
0.0455,21.45594676947551
0.046,15.731550892294043
0.0465,11.251472593371256
0.047,8.061213709129081
0.0475,6.243655646742488
0.048,5.79822922539764
0.0485,6.725645738221838
0.049,9.025337043027948
0.0495,12.696296932760342
0.05,17.74163176932131
0.0505,24.15773197641937
0.051,31.05587841936089
0.0515,41.01973385945607
0.052,51.56582137171699
0.0525,63.14738693720745
0.053,76.82942517037864
0.0535,91.47837396064516
0.054,107.50461781093802
0.0545,124.90279243286854
0.055,143.67443977576184
0.0555,163.81174179377086
0.056,185.3202029867894
0.0565,208.2112620925834
0.057,232.47696179005703
0.0575,258.0976171785808
0.058,285.1062948972796
0.0585,313.4942905746401
0.059,343.2232447259694
0.0595,374.34444734987824
0.06,406.85266808196627
