"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68"
2856.11335172973,4263.98501574286,3974.72563632103,4632.92597508713,1293.54251025981,513.943879333861,2529.05721176416,990.283827613053,100.923404738764,193.050339283238,89.5526717883907,177.46254507939,52.0366928328324,70.0236790054521,39.8363425757548,59.5867428772163,0,0,0,0,0,0,0,0,0,762.547192457886,0,283.36910270538,0,0,0,680.291458956452,0,0,0,0,939.62501453372,623.639218694572,254.709880334294,0,121.456745196323,459.412819333941,639.406628421064,38.3365723159442,0,168.992001507402,50.4460093959944,0,0,0,0,0,83.2857598972139,99.8127101090606,81.7619743282549,79.4736194434773,0,115.198764911031,230.381028786008,0,321.980843548475,0,0,95.0277154746989,749.501885055198,1100.88468443713,681.404789259989,0
4375.39155142913,834.153706299178,1459.80111166555,4548.5788677981,3197.38216675142,648.690760830626,1144.69810495326,0,321.054210330288,0,121.56166402534,0,40.2909290623101,0,0,126.923376729789,0,0,0,0,0,0,0,0,0,192.949904808351,0,0,0,0,0,0,0,0,0,0,3832.77322658075,1586.99722926723,6228.65698687071,3400.94535173102,387.936302565619,0,0,138.962452421257,0,96.9933755423433,87.2887292864759,201.033906519538,0,0,0,1334.91512349981,90.267578400683,87.2071967828168,166.614940655256,174.004909233974,0,0,0,0,0,0,0,0,1881.83576649561,317.376854729124,2100.01557993327,779.632284546379
1794.62719926426,586.70054760944,584.001117462701,39.008523370189,1171.53256058109,4994.56136794861,3000.94752576323,2617.56750721895,105.508196192319,0,0,0,30.5382066064905,0,0,0,0,0,0,0,583.084760648597,0,0,0,1.13711717172268,594.342926617499,760.475758388307,708.783711283347,0,33.534475598398,0,0,302.452620422387,0,0,0,626.42201308383,1549.0854712289,1162.43184654515,1222.99710956044,33.6182243445199,0,0,1195.27819871326,0,0,104.385463829871,94.3475943155746,0,0,0,0,0,0,0,0,36.3354754077088,37.5650904606767,0,0,0,622.314151724138,351.742258491397,168.386275173924,1375.72004372028,1359.96159493632,1253.6812866396,1498.1201742799
2371.07650654939,8275.30310935406,3886.36995577179,2764.06063403671,1196.37722008125,154.616977698044,3432.05937160868,3755.57383173093,0,0,0,0,0,0,0,0,81.2896488757575,0,261.825499017065,0,2442.19570245894,3457.0451406155,3238.02681733184,5299.45152118897,419.35917559362,0,234.461112673713,2623.33881586152,0,0,0,116.420044144189,0,0,0,0,3821.93814245014,1289.91921270438,1299.25742165021,1320.1943348455,0,0,244.51932893869,97.1509666647785,0,0,256.559628457314,413.341267313764,359.914801453025,0,0,0,0,328.623539034613,0,0,0,56.6114799202338,64.5889159715733,63.5600362381713,0,0,0,0,3410.31951484784,1428.69365011813,928.060419946101,3427.97003389953
917.885434204037,4754.18886164813,5427.60232984602,7231.09060000634,6522.35727027509,13537.8541358857,10730.7007332853,5620.1829017651,0,536.907610878577,413.606790196063,122.325752911382,0,0,0,0,0,0,307.725319259614,0,2686.25747974386,2298.21476687637,2181.36894255198,3068.83008416318,891.514408686361,0,0,0,0,0,0,0,0,0,0,0,1239.26840957045,2615.47157901275,1222.99710956044,1893.88672984145,0,0,0,0,0,0,0,98.1439077660695,0,0,0,0,0,0,0,0,67.6171628292181,0,0,0,0,2245.96417615229,631.448525189996,0,3399.90390378697,3401.04468356605,4902.37228444716,5264.85996858005
2946.25955845935,2756.31532075293,2302.47520106095,2036.79003356088,5744.05018126848,3700.33473374109,987.765874261208,1026.3706103581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.221781584143,0,0,0,0,0,0,0,0,0,0,1241.67330838602,0,1223.35948665602,1187.72479388098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206.54127335248,65.7421359444259,1243.55072171781,1060.75495077707
2426.50527970338,2425.14173806666,3785.384146091,2020.92906746821,1443.53108806202,0,1654.86625408209,1307.29418611427,352.381781112603,0,468.965957822428,100.053189778344,0,0,127.590048019949,31.8298334121879,0,0,0,0,0,0,0,0,47.6844714160588,0,604.967398104211,0,133.683212353747,130.994129313647,130.240291771462,215.543597454017,0,0,0,0,0,0,1832.50686263566,1114.45248426807,0,0,507.913568625851,160.695165125075,57.4361749597759,169.248199470207,208.679148849532,0,0,0,0,0,0,0,0,0,22.1140793982701,0,0,0,0,0,77.2071215058465,0,1414.04648344566,1421.75600281724,1502.43989183903,1339.11190927891
1186.66856344052,2296.94450870617,625.538918787552,1569.63296737411,59.4648304348234,41.3688400467627,36.2120104315423,123.36937632988,143.481629036198,0,126.836870421075,0,79.3573150342661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0083524252431,0,85.9714562671244,23.582526591826,0,0,0,0,0,0,0,0,459.896065977729,265.268554491924,409.175352149581,257.485917285155,83.989597214465,61.9728760824124,58.0086300404862,32.0531160222136,146.786712915501,0,405.89613532523,0,119.510025091086,106.837225388991,0,0,0,0,0,0,240.375014300342,51.9979007633588,0,80.568821010847,683.849666853968,394.257392359556,454.900296130541,408.86666540825
1243.05459836197,1497.85723882438,1992.86305412833,3232.82014355743,1509.74590575077,734.001369772437,613.097215418607,1476.59423331787,76.8651634804772,42.2589535082081,103.34855669534,23.5405166727008,0,19.5607140012801,0,142.183846829426,429.98658583724,0,0,0,1095.37347240707,980.823847074194,1077.74319390755,1059.12253354158,70.7275344635672,479.426828976142,0,0,0,0,0,0,0,0,0,0,2273.31501291894,1628.57650469862,366.441512121372,373.497401338973,0,0,0,209.006868337912,37.3287129907787,0,104.415540958316,0,0,0,184.498240675183,0,0,228.31743306629,68.2050985190561,497.429720362493,0,0,0,0,0,0,0,190.551675007616,515.794307768164,1329.38661818187,2442.40976967267,2955.52174487494
1219.38368873647,2317.08098719044,2720.55531810789,1367.5545438779,371.168116783111,233.224713686969,308.820390055476,692.925967347147,52.7717481933635,258.147171945983,0,0,0,0,13.5711984790109,66.3466402930171,0,0,0,0,0,0,0,0,0,0,0,0,7.89860781375595,0,115.578226405767,26.2594990879317,0,0,0,77.6693023569959,0,0,0,0,0,197.36677155206,0,5.6727445939576,404.331128857268,401.10491534148,51.5477415068787,22.7252177765821,164.506832746686,0,0,0,134.926814259259,148.104594804012,155.313437523242,184.101980181399,0,0,29.9131062648236,33.1093539435777,0,25.6234311564642,0,153.57319877541,76.2272587479682,74.5866125583561,0,630.491813332515
