x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151
17.87933251238829,-1.2083853216782834,0.059039783774732194,1.3161837173548778,-0.6263187662928761,-0.7214421918648758,-0.17688001371461348,-1.4570337755953084,-0.31983643949126167,0.23417407664907516,-1.7281337584507872,2.0359835878482517,2.0875374142311487,0.36533898415166133,-0.46844918019442777,-1.831125574658116,1.0688437079171806,-0.7636611962519076,-0.8365104892298467,1.1625120843087242,1.7639906609474547,-0.3497355793807658,-1.5673082706125336,-0.03734106363703299,1.0410658334132714,-0.6071911156265615,-1.5056231289527031,3.8064255303745265,0.943887412399507,-1.3428335915794434,1.8119437779284489,0.32600722096775087,0.33425691386635253,-0.6396617410480931,1.896674821819825,-0.11499903280017944,-0.7943257323735332,0.5955383848913479,0.9302124677257142,0.7859376128935779,-0.5012349133922679,0.5760794756299404,1.1059313191947466,2.2555698511879316,-0.6784855923896362,-0.5535553379508714,0.3971620018405001,-0.7853335501633487,0.06098866679339041,-0.1875191784413853,-0.7167762025947381,-1.2444814949862493,-2.7476688941306673,-1.024717633134202,-0.4622912053294154,1.5697937103412587,0.33570059273185526,0.5226141235927606,-0.20031100559661827,-1.1705330910644827,2.0655508824497857,0.8130014202139417,0.7650902230011885,-0.20484567783062388,1.102579189144629,2.163718669042533,-0.33968474612120336,-0.9777024841029244,0.7341227227995291,-0.7232675361831813,-1.319876761570062,-0.9230613421137728,-1.2131589838269032,-0.9477257788268824,0.5487765522193603,0.5034945947365513,-0.6570583566997188,-1.0773322368125182,1.407037291772556,0.18183823479061417,-0.8208088152494244,0.512262930299147,-0.11256858315523065,-0.6076370185495221,-0.9066299629067588,0.2405084936138569,0.6429063821918715,0.8828489983150223,-0.822695367409404,0.3345683633616018,0.6108189607351859,0.059057679639172356,-0.5503935507506164,0.3214623558637602,0.7687429609172036,-0.02882322737316217,-0.1865297731446177,-0.2537555158859435,-0.42077351525070567,-0.6479126256026784,-0.3817677606606081,0.6814220543399394,0.5157017809586956,-0.6967269850422362,0.054861735791300145,0.5039762685332217,1.3066857188770846,1.1061147486454297,-0.5168677134844841,1.5997626200658133,-0.000840621378111745,0.33878721212339996,1.3776450795205493,-0.046973564146018464,-0.0482421904323222,-2.2531819519221665,0.05078771615235297,1.718628181283032,-0.7948757659694929,-0.8357394480327842,-0.060395663614241646,-0.2686150401759351,0.7609998642686302,-0.18604162346253464,0.8582149273733698,0.7618386193766156,-0.9506282694310821,-0.6328925584992371,0.309557497161511,-0.0037234636287199877,-0.4818259109581474,1.240693477205079,-0.040417368147578535,1.161187036555252,1.3700996752236243,-1.7802745346665068,-0.6211683773937532,0.2748932476602141,-0.9136013069769026,1.5568757906864295,-0.8453083428457545,0.009470404186937474,-0.6127428111051075,-0.2822953969213712,-0.9185861265250269,0.08301313414415769,1.28570220206753,0.561728376305928,-1.0922365618018846,0.26331187072462003,-0.8317777507970542
