subject,ok,price_ratio50,true_spend,af_min,af_max,af_width,dist_to_band,covered,nar_spend,nar_abs_err,nar_in_band,outside
706,1,5.914465512958516,25.86,33.89,33.89,0.0,8.030000000000001,0,36.71,10.850000000000001,0,1
707,1,2.5589820359281434,15.38,0.0,2.76,2.76,12.620000000000001,0,43.16,27.779999999999994,0,1
708,1,2.662066586165258,37.74,11.03,11.03,0.0,26.71,0,16.49,21.250000000000004,0,1
800,1,1.2586425339366516,25.87,25.58,30.49,4.91,0.0,1,37.77,11.900000000000002,0,0
801,1,4.84537895746722,55.45,0.0,0.0,0.0,55.45,0,65.84,10.39,0,1
802,1,4.788947553678282,53.06,31.46,34.15,2.6899999999999977,18.910000000000004,0,53.39,0.3299999999999983,0,1
803,1,6.297611940298508,10.28,10.99,13.03,2.039999999999999,0.7100000000000009,0,16.51,6.230000000000002,0,1
804,1,1.8660940854967791,22.75,66.31,77.13,10.819999999999993,43.56,0,23.66,0.9100000000000001,0,1
805,1,2.071336824424464,38.46,64.19,77.94,13.75,25.729999999999997,0,19.55,18.91,0,1
806,1,1.7329893360853112,19.23,22.4,22.4,0.0,3.169999999999998,0,26.08,6.849999999999998,0,1
807,1,2.520210565895845,34.1,26.58,26.58,0.0,7.520000000000003,0,33.61,0.490000000000002,0,1
808,1,1.6544074147111023,39.76,21.65,75.59,53.940000000000005,0.0,1,27.11,12.649999999999999,1,0
809,1,1.19641989308278,27.03,26.05,42.49,16.44,0.0,1,35.88,8.850000000000001,1,0
810,1,1.3970347383846222,35.66,30.69,38.79,8.099999999999998,0.0,1,34.06,1.5999999999999943,1,0
811,1,1.06750169679768,47.97,34.66,34.66,0.0,13.310000000000002,0,33.94,14.030000000000001,0,1
812,1,1.6546522844865386,27.37,31.08,39.04,7.960000000000001,3.7099999999999973,0,28.68,1.3099999999999987,0,1
900,1,1.1888747884940776,51.06,40.63,40.63,0.0,10.43,0,31.25,19.810000000000002,0,1
901,1,2.5027154870357395,2.0,10.93,22.86,11.93,8.93,0,41.36,39.36,0,1
902,1,1.5668117418279468,27.86,35.0,54.16,19.159999999999997,7.140000000000001,0,21.9,5.960000000000001,0,1
903,1,1.2616475354490209,0.15,9.19,55.59,46.400000000000006,9.04,0,31.49,31.34,1,1
904,1,1.896962680468537,28.41,16.47,16.47,0.0,11.940000000000001,0,33.2,4.790000000000003,0,1
905,1,1.2330827067669174,30.45,0.0,0.0,0.0,30.45,0,47.71,17.26,0,1
906,1,1.0462196861626247,20.9,15.51,21.97,6.459999999999999,0.0,1,35.22,14.32,0,0
907,1,5.417817414652858,35.0,9.1,18.0,8.9,17.0,0,24.17,10.829999999999998,0,1
908,1,1.6892487889523533,44.54,35.68,65.6,29.919999999999995,0.0,1,32.72,11.82,0,0
909,1,5.127831871204087,15.35,49.28,54.91,5.6299999999999955,33.93,0,16.56,1.209999999999999,0,1
910,1,1.3922465208747516,32.7,31.91,42.59,10.680000000000003,0.0,1,25.67,7.030000000000001,0,0
911,1,1.5745461759746056,42.7,22.82,38.79,15.969999999999999,3.9100000000000037,0,42.46,0.240000000000002,0,1
912,1,4.925032234297292,0.0,0.0,1.39,1.39,0.0,1,67.96,67.96,0,0
913,1,3.910649760199724,43.23,29.76,60.15,30.389999999999997,0.0,1,13.73,29.499999999999996,0,0
914,1,1.8336276240926033,29.13,33.23,36.97,3.740000000000002,4.099999999999998,0,26.83,2.3000000000000007,0,1
915,1,3.8030873493975905,0.0,8.31,17.79,9.479999999999999,8.31,0,62.88,62.88,0,1
916,1,4.65448122264035,31.51,61.66,61.66,0.0,30.149999999999995,0,9.28,22.230000000000004,0,1
917,1,7.074559150830337,19.01,0.0,1.5,1.5,17.51,0,61.05,42.03999999999999,0,1
918,1,2.0446942692624073,25.38,29.42,29.42,0.0,4.040000000000003,0,21.27,4.109999999999999,0,1
919,1,1.3558499855198378,30.94,18.06,31.92,13.860000000000003,0.0,1,25.08,5.860000000000003,1,0
920,1,5.976047904191617,59.88,0.0,47.93,47.93,11.950000000000003,0,70.15,10.270000000000003,0,1
921,1,7.258925564163017,30.01,2.83,6.13,3.3,23.880000000000003,0,10.24,19.770000000000003,0,1
922,1,5.553465783664459,39.98,78.88,90.1,11.219999999999999,38.9,0,12.16,27.819999999999997,0,1
923,1,2.6821673240606185,43.06,17.92,42.94,25.019999999999996,0.12000000000000455,0,15.61,27.450000000000003,0,1
